MeSH ID,MeSH Term
D000361,Agammaglobulinemia
D015526,AIDS Dementia Complex
D016263,AIDS-Associated Nephropathy
D000386,AIDS-Related Complex
D017088,AIDS-Related Opportunistic Infections
D000542,"Alveolitis, Extrinsic Allergic"
D000707,Anaphylaxis
D000744,"Anemia, Hemolytic, Autoimmune"
D000799,Angioedema
D054179,"Angioedemas, Hereditary"
D019867,Anti-Glomerular Basement Membrane Disease
D060426,Anti-N-Methyl-D-Aspartate Receptor Encephalitis
D056648,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
D016736,Antiphospholipid Syndrome
D001171,"Arthritis, Juvenile"
D001172,"Arthritis, Rheumatoid"
D001229,"Aspergillosis, Allergic Bronchopulmonary"
D001249,Asthma
D055963,"Asthma, Aspirin-Induced"
D001250,"Asthma, Exercise-Induced"
D059366,"Asthma, Occupational"
D000080445,Asthma-Chronic Obstructive Pulmonary Disease Overlap Syndrome
D001260,Ataxia Telangiectasia
D001327,Autoimmune Diseases
D020274,Autoimmune Diseases of the Nervous System
D056735,Autoimmune Lymphoproliferative Syndrome
D000081012,Autoimmune Pancreatitis
D001716,Bird Fancier's Lung
D000080365,Birdshot Chorioretinopathy
D001816,Bloom Syndrome
D002051,Burkitt Lymphoma
D005871,Castleman Disease
D002609,Chediak-Higashi Syndrome
D000080223,Chronic Urticaria
D015267,Churg-Strauss Syndrome
D017074,Common Variable Immunodeficiency
D058617,Composite Lymphoma
D003233,"Conjunctivitis, Allergic"
D003449,Cryoglobulinemia
D020278,"Demyelinating Autoimmune Diseases, CNS"
D003874,Dermatitis Herpetiformis
D017449,"Dermatitis, Allergic Contact"
D003876,"Dermatitis, Atopic"
D017454,"Dermatitis, Photoallergic"
D003922,"Diabetes Mellitus, Type 1"
D002549,Diffuse Cerebral Sclerosis of Schilder
D003875,Drug Eruptions
D004342,Drug Hypersensitivity
D063926,Drug Hypersensitivity Syndrome
D021181,Egg Hypersensitivity
D004673,"Encephalomyelitis, Acute Disseminated"
D004681,"Encephalomyelitis, Autoimmune, Experimental"
D058527,Enteropathy-Associated T-Cell Lymphoma
D018876,Environmental Illness
D057765,Eosinophilic Esophagitis
D004893,Erythema Nodosum
D004899,"Erythroblastosis, Fetal"
D005258,Felty Syndrome
D005512,Food Hypersensitivity
D013700,Giant Cell Arteritis
D005922,"Glomerulonephritis, IGA"
D015432,"Glomerulonephritis, Membranoproliferative"
D015433,"Glomerulonephritis, Membranous"
D006086,Graft vs Host Disease
D014890,Granulomatosis with Polyangiitis
D006105,"Granulomatous Disease, Chronic"
D006111,Graves Disease
D049970,Graves Ophthalmopathy
D020275,Guillain-Barre Syndrome
D019693,"Hepatitis, Autoimmune"
D056828,Hereditary Angioedema Type III
D056829,Hereditary Angioedema Types I and II
D000081208,Hereditary Complement Deficiency Diseases
D019053,HIV Enteropathy
D015658,HIV Infections
D006679,HIV Seropositivity
D019247,HIV Wasting Syndrome
D039682,HIV-Associated Lipodystrophy Syndrome
D006689,Hodgkin Disease
D015490,HTLV-I Infections
D015491,HTLV-II Infections
D015160,Hydrops Fetalis
D053306,Hyper-IgM Immunodeficiency Syndrome
D053307,"Hyper-IgM Immunodeficiency Syndrome, Type 1"
D006942,Hypergammaglobulinemia
D006967,Hypersensitivity
D006968,"Hypersensitivity, Delayed"
D006969,"Hypersensitivity, Immediate"
D017098,IgA Deficiency
D017099,IgG Deficiency
D007105,Immune Complex Diseases
D054019,Immune Reconstitution Inflammatory Syndrome
D007154,Immune System Diseases
D007119,Immunoblastic Lymphadenopathy
D000077733,Immunoglobulin G4-Related Disease
D000075363,Immunoglobulin Light-chain Amyloidosis
D007153,Immunologic Deficiency Syndromes
D007160,Immunoproliferative Disorders
D007244,Infectious Mononucleosis
D064090,Intraocular Lymphoma
D007589,Job Syndrome
D007647,Kernicterus
D015624,Lambert-Eaton Myasthenic Syndrome
D000071698,Latent Autoimmune Diabetes in Adults
D020315,Latex Hypersensitivity
D015448,"Leukemia, B-Cell"
D015456,"Leukemia, Biphenotypic, Acute"
D007943,"Leukemia, Hairy Cell"
D054066,"Leukemia, Large Granular Lymphocytic"
D015451,"Leukemia, Lymphocytic, Chronic, B-Cell"
D007945,"Leukemia, Lymphoid"
D007952,"Leukemia, Plasma Cell"
D015463,"Leukemia, Prolymphocytic"
D054403,"Leukemia, Prolymphocytic, B-Cell"
D015461,"Leukemia, Prolymphocytic, T-Cell"
D015458,"Leukemia, T-Cell"
D015459,"Leukemia-Lymphoma, Adult T-Cell"
D018370,Leukocyte-Adhesion Deficiency Syndrome
D062027,Linear IgA Bullous Dermatosis
D008180,"Lupus Erythematosus, Systemic"
D008181,Lupus Nephritis
D020945,"Lupus Vasculitis, Central Nervous System"
D018192,Lymphangioleiomyomatosis
D008203,Lymphangiomyoma
D008223,Lymphoma
D016483,"Lymphoma, AIDS-Related"
D016393,"Lymphoma, B-Cell"
D018442,"Lymphoma, B-Cell, Marginal Zone"
D008224,"Lymphoma, Follicular"
D016403,"Lymphoma, Large B-Cell, Diffuse"
D017728,"Lymphoma, Large-Cell, Anaplastic"
D016400,"Lymphoma, Large-Cell, Immunoblastic"
D020522,"Lymphoma, Mantle-Cell"
D008228,"Lymphoma, Non-Hodgkin"
D054446,"Lymphoma, Primary Cutaneous Anaplastic Large Cell"
D054685,"Lymphoma, Primary Effusion"
D016399,"Lymphoma, T-Cell"
D016410,"Lymphoma, T-Cell, Cutaneous"
D016411,"Lymphoma, T-Cell, Peripheral"
D008230,Lymphomatoid Granulomatosis
D017731,Lymphomatoid Papulosis
D008231,Lymphopenia
D008232,Lymphoproliferative Disorders
D055501,Macrophage Activation Syndrome
D008415,Mastocytosis
D034721,"Mastocytosis, Systemic"
D054078,Mevalonate Kinase Deficiency
D055953,Microscopic Polyangiitis
D016269,Milk Hypersensitivity
D019846,Miller Fisher Syndrome
D008998,Monoclonal Gammopathy of Undetermined Significance
D018777,Multiple Chemical Sensitivity
D009101,Multiple Myeloma
D009103,Multiple Sclerosis
D020528,"Multiple Sclerosis, Chronic Progressive"
D020529,"Multiple Sclerosis, Relapsing-Remitting"
D009157,Myasthenia Gravis
D020720,"Myasthenia Gravis, Autoimmune, Experimental"
D020941,"Myasthenia Gravis, Neonatal"
D009182,Mycosis Fungoides
D009188,"Myelitis, Transverse"
D009471,Neuromyelitis Optica
D000074924,Nut and Peanut Hypersensitivity
D021184,Nut Hypersensitivity
D010265,Paraproteinemias
D021183,Peanut Hypersensitivity
D010391,"Pemphigoid, Bullous"
D010392,Pemphigus
D010585,Phagocyte Bactericidal Dysfunction
D000069293,Plasmablastic Lymphoma
D010954,Plasmacytoma
D016878,POEMS Syndrome
D016884,"Polyendocrinopathies, Autoimmune"
D011129,Polyradiculoneuropathy
D020277,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"
D015452,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma
D054218,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
D000081207,Primary Immunodeficiency Diseases
,"Purpura, Schoenlein-Henoch"
D011696,"Purpura, Thrombocytopenic"
D016553,"Purpura, Thrombocytopenic, Idiopathic"
D012130,Respiratory Hypersensitivity
D056653,Rheumatoid Vasculitis
D065631,"Rhinitis, Allergic"
D012221,"Rhinitis, Allergic, Perennial"
D006255,"Rhinitis, Allergic, Seasonal"
D019873,Schnitzler Syndrome
D016511,Severe Combined Immunodeficiency
D012751,Sezary Syndrome
D000067208,Shellfish Hypersensitivity
D012859,Sjogren's Syndrome
D000075122,Smoldering Multiple Myeloma
D013224,Status Asthmaticus
D013262,Stevens-Johnson Syndrome
D016750,Stiff-Person Syndrome
D016706,"Still's Disease, Adult-Onset"
D018344,"T-Lymphocytopenia, Idiopathic CD4-Positive"
D013967,"Thyroiditis, Autoimmune"
D065227,Transfusion Reaction
D000073617,Transfusion-Related Acute Lung Injury
D015275,Tumor Lysis Syndrome
D000074079,Undifferentiated Connective Tissue Diseases
D014581,Urticaria
D014607,Uveomeningoencephalitic Syndrome
D020293,"Vasculitis, Central Nervous System"
D018366,"Vasculitis, Leukocytoclastic, Cutaneous"
D008258,Waldenstrom Macroglobulinemia
D021182,Wheat Hypersensitivity
D014923,Wiskott-Aldrich Syndrome
D053632,X-Linked Combined Immunodeficiency Diseases
D018784,Abdominal Abscess
D000031,"Abortion, Septic"
D000038,Abscess
D015823,Acanthamoeba Keratitis
D063485,Acanthocheilonemiasis
D000151,Acinetobacter Infections
D000163,Acquired Immunodeficiency Syndrome
D000257,Adenoviridae Infections
D000258,"Adenovirus Infections, Human"
D015526,AIDS Dementia Complex
D016263,AIDS-Associated Nephropathy
D000386,AIDS-Related Complex
D017088,AIDS-Related Opportunistic Infections
D018354,Alphavirus Infections
D000562,Amebiasis
D000712,Anaplasmosis
D000724,Ancylostomiasis
D017129,Anisakiasis
D000881,Anthrax
D001064,Appendicitis
D001102,Arbovirus Infections
D001170,"Arthritis, Infectious"
D016918,"Arthritis, Reactive"
D001196,Ascariasis
D001198,Ascaridiasis
D001228,Aspergillosis
D001229,"Aspergillosis, Allergic Bronchopulmonary"
D058345,Asymptomatic Infections
D001404,Babesiosis
D016470,Bacteremia
D001424,Bacterial Infections
D001423,Bacterial Infections and Mycoses
D001437,Bacteriuria
D001474,Bartonella Infections
D020330,Bell Palsy
D016776,Blastocystis Infections
D001759,Blastomycosis
D000086982,Blood-Borne Infections
D001850,"Bone Diseases, Infectious"
D001885,Bordetella Infections
D001899,Borrelia Infections
D001906,Botulism
D001922,Brain Abscess
D001988,Bronchiolitis
D001990,"Bronchiolitis, Viral"
D001991,Bronchitis
D029481,"Bronchitis, Chronic"
D001996,Bronchopneumonia
D002006,Brucellosis
D019121,Burkholderia Infections
D002051,Burkitt Lymphoma
D054312,Buruli Ulcer
D017250,Caliciviridae Infections
D002169,Campylobacter Infections
D058387,Candidemia
D002177,Candidiasis
D002178,"Candidiasis, Chronic Mucocutaneous"
D058365,"Candidiasis, Invasive"
D002180,"Candidiasis, Oral"
D002181,"Candidiasis, Vulvovaginal"
D002270,Carbuncle
D015266,"Carcinoma, Merkel Cell"
D053821,Cardiovascular Infections
D002372,Cat-Scratch Disease
D055499,Catheter-Related Infections
D002481,Cellulitis
D020806,Central Nervous System Bacterial Infections
D020314,Central Nervous System Fungal Infections
D002494,Central Nervous System Infections
D020805,Central Nervous System Viral Diseases
D058565,Cerebral Ventriculitis
D002598,Chagas Cardiomyopathy
D014355,Chagas Disease
D002644,Chickenpox
D065632,Chikungunya Fever
D002690,Chlamydia Infections
D061387,Chlamydial Pneumonia
D002771,Cholera
D003015,Clostridium Infections
D003047,Coccidioidomycosis
D003048,Coccidiosis
D060085,Coinfection
D003139,Common Cold
D003141,Communicable Diseases
D021821,"Communicable Diseases, Emerging"
D017714,Community-Acquired Infections
D003218,Condylomata Acuminata
D003234,"Conjunctivitis, Bacterial"
D003235,"Conjunctivitis, Inclusion"
D003236,"Conjunctivitis, Viral"
D003320,Corneal Ulcer
D003333,Coronaviridae Infections
D018352,Coronavirus Infections
D003354,Corynebacterium Infections
D000086382,COVID-19
D003384,Coxsackievirus Infections
D007562,Creutzfeldt-Jakob Syndrome
D003428,Cross Infection
D003453,Cryptococcosis
D003457,Cryptosporidiosis
D003551,Cysticercosis
D003586,Cytomegalovirus Infections
D017726,Cytomegalovirus Retinitis
D003715,Dengue
D003881,Dermatomycoses
D004030,Dientamoebiasis
D004154,Dipetalonema Infections
D004165,Diphtheria
D015299,Discitis
D004266,DNA Virus Infections
D004404,"Dysentery, Amebic"
D004405,"Dysentery, Bacillary"
D004443,Echinococcosis
D004444,"Echinococcosis, Hepatic"
D004445,"Echinococcosis, Pulmonary"
D004605,"Elephantiasis, Filarial"
D004653,Empyema
D016724,"Empyema, Pleural"
D020803,"Encephalitis, Herpes Simplex"
D004672,"Encephalitis, Japanese"
D004675,"Encephalitis, Tick-Borne"
D018792,"Encephalitis, Viral"
D004679,Encephalomyelitis
D020242,"Encephalomyelitis, Eastern Equine"
D004683,"Encephalomyelitis, Equine"
D004685,"Encephalomyelitis, Venezuelan Equine"
D020241,"Encephalomyelitis, Western Equine"
D004697,"Endocarditis, Bacterial"
D004698,"Endocarditis, Subacute Bacterial"
D009877,Endophthalmitis
D019446,Endotoxemia
D004756,Enterobacteriaceae Infections
D004761,"Enterocolitis, Pseudomembranous"
D004769,Enterovirus Infections
D004819,Epidermodysplasia Verruciformis
D020802,Epidural Abscess
D004826,Epiglottitis
D020031,Epstein-Barr Virus Infections
D004886,Erysipelas
D015787,Erythema Chronicum Migrans
D016731,Erythema Infectiosum
D004927,Escherichia coli Infections
D015521,Ethmoid Sinusitis
D056986,Euglenozoa Infections
D054908,Extensively Drug-Resistant Tuberculosis
D015817,Eye Infections
D015818,"Eye Infections, Bacterial"
D015821,"Eye Infections, Fungal"
D015828,"Eye Infections, Viral"
D005211,Fascioliasis
D015673,"Fatigue Syndrome, Chronic"
D005368,Filariasis
D018702,Filoviridae Infections
D018178,Flaviviridae Infections
D018177,Flavivirus Infections
D005490,Focal Infection
D005491,"Focal Infection, Dental"
D005536,Foot-and-Mouth Disease
D018934,Fournier Gangrene
D005586,Fowlpox
D015522,Frontal Sinusitis
D016469,Fungemia
D005667,Furunculosis
D060585,Fusariosis
D005738,Gas Gangrene
D005873,Giardiasis
D005888,Gingival Pocket
D005891,Gingivitis
D005892,"Gingivitis, Necrotizing Ulcerative"
D005896,Glanders
D006069,Gonorrhea
D016905,Gram-Negative Bacterial Infections
D016908,Gram-Positive Bacterial Infections
D006192,Haemophilus Infections
D006232,"Hand, Foot and Mouth Disease"
D018778,Hantavirus Infections
D018804,Hantavirus Pulmonary Syndrome
D000077299,Healthcare-Associated Pneumonia
D016481,Helicobacter Infections
D006373,Helminthiasis
D006480,Hemorrhagic Fever with Renal Syndrome
D006479,"Hemorrhagic Fever, Crimean"
D019142,"Hemorrhagic Fever, Ebola"
D006482,"Hemorrhagic Fevers, Viral"
D045464,Henipavirus Infections
D018347,Hepadnaviridae Infections
D006506,Hepatitis A
D006509,Hepatitis B
D019694,"Hepatitis B, Chronic"
D006526,Hepatitis C
D019698,"Hepatitis C, Chronic"
D003699,Hepatitis D
D019701,"Hepatitis D, Chronic"
D016751,Hepatitis E
D006525,"Hepatitis, Viral, Human"
D006557,Herpangina
D006558,Herpes Genitalis
D006560,Herpes Labialis
D006561,Herpes Simplex
D006562,Herpes Zoster
D006563,Herpes Zoster Ophthalmicus
D016697,Herpes Zoster Oticus
D006566,Herpesviridae Infections
D017497,Hidradenitis Suppurativa
D006660,Histoplasmosis
D019053,HIV Enteropathy
D015658,HIV Infections
D006679,HIV Seropositivity
D019247,HIV Wasting Syndrome
D039682,HIV-Associated Lipodystrophy Syndrome
D006725,Hookworm Infections
D006726,Hordeolum
D015490,HTLV-I Infections
D015491,HTLV-II Infections
D007169,Impetigo
D007239,Infections
D000069544,Infectious Encephalitis
D007244,Infectious Mononucleosis
D005585,Influenza in Birds
D007251,"Influenza, Human"
D034062,"Insomnia, Fatal Familial"
D007411,"Intestinal Diseases, Parasitic"
D059413,Intraabdominal Infections
D000072742,Invasive Fungal Infections
D055744,Invasive Pulmonary Aspergillosis
D007617,Kaposi Varicelliform Eruption
D007635,"Keratitis, Dendritic"
D016849,"Keratitis, Herpetic"
D007639,"Keratoconjunctivitis, Infectious"
D007710,Klebsiella Infections
D007757,Laboratory Infection
D007815,Larva Migrans
D007827,Laryngitis
D007835,Lassa Fever
D055985,Latent Tuberculosis
D007876,Legionellosis
D007877,Legionnaires' Disease
D007896,Leishmaniasis
D016773,"Leishmaniasis, Cutaneous"
D007897,"Leishmaniasis, Mucocutaneous"
D007898,"Leishmaniasis, Visceral"
D016180,Lentivirus Infections
D007918,Leprosy
D015440,"Leprosy, Lepromatous"
D056006,"Leprosy, Multibacillary"
D007922,Leptospirosis
D007968,"Leukoencephalopathy, Progressive Multifocal"
D017733,"Leukoplakia, Hairy"
D010373,Lice Infestations
D020363,Limbic Encephalitis
D008088,Listeriosis
D008100,Liver Abscess
D008101,"Liver Abscess, Amebic"
D046290,"Liver Abscess, Pyogenic"
D008118,Loiasis
D008169,Lung Abscess
D008172,"Lung Diseases, Fungal"
D020945,"Lupus Vasculitis, Central Nervous System"
D008193,Lyme Disease
D020852,Lyme Neuroborreliosis
D008288,Malaria
D016779,"Malaria, Cerebral"
D016778,"Malaria, Falciparum"
D016780,"Malaria, Vivax"
D008368,Mansonelliasis
D008379,Marburg Virus Disease
D008417,Mastoiditis
D015523,Maxillary Sinusitis
D008457,Measles
D008554,Melioidosis
D016920,"Meningitis, Bacterial"
D016919,"Meningitis, Cryptococcal"
D016921,"Meningitis, Fungal"
D008585,"Meningitis, Meningococcal"
D008586,"Meningitis, Pneumococcal"
D008587,"Meningitis, Viral"
D008589,Meningococcal Infections
D008590,Meningoencephalitis
D016881,Microsporidiosis
D008924,Mite Infestations
D008976,Molluscum Contagiosum
,Monkeypox
D018701,Mononegavirales Infections
D009091,Mucormycosis
D009107,Mumps
D008271,Mycetoma
D015270,Mycobacterium avium-intracellulare Infection
D009164,Mycobacterium Infections
D009165,"Mycobacterium Infections, Nontuberculous"
D009175,Mycoplasma Infections
D009181,Mycoses
D009187,Myelitis
D009188,"Myelitis, Transverse"
D009304,Nasopharyngitis
D016870,Neisseriaceae Infections
D009349,Nematode Infections
D000071074,Neonatal Sepsis
D020953,Neuroaspergillosis
D020019,Neurocysticercosis
D009494,Neurosyphilis
D009521,Newcastle Disease
D030341,Nidovirales Infections
D009855,Onchocerciasis
D015827,"Onchocerciasis, Ocular"
D014009,Onychomycosis
D009878,Ophthalmia Neonatorum
D009889,Opisthorchiasis
D009894,Opportunistic Infections
D009976,Orthomyxoviridae Infections
D010019,Osteomyelitis
D010035,"Otitis Media, Suppurative"
D059249,Otomycosis
D030361,Papillomavirus Infections
D018184,Paramyxoviridae Infections
D015493,"Paraparesis, Tropical Spastic"
D018512,Parasitemia
D010272,Parasitic Diseases
D010283,Paratuberculosis
D010284,Paratyphoid Fever
D010304,Paronychia
D010322,Parvoviridae Infections
D034161,Pelvic Infection
D000292,Pelvic Inflammatory Disease
D010482,Periapical Abscess
D010495,"Pericarditis, Tuberculous"
D010508,Periodontal Abscess
D010538,Peritonitis
D014395,"Peritonitis, Tuberculous"
D000039,Peritonsillar Abscess
D010612,Pharyngitis
D010850,Picornaviridae Infections
D010874,Pinta
D010930,Plague
D010998,Pleurisy
D011001,Pleuropneumonia
D011008,Pneumococcal Infections
D016720,Pneumocystis Infections
D011014,Pneumonia
D011015,"Pneumonia, Aspiration"
D018410,"Pneumonia, Bacterial"
D011019,"Pneumonia, Mycoplasma"
D000071067,"Pneumonia, Necrotizing"
D011018,"Pneumonia, Pneumococcal"
D011020,"Pneumonia, Pneumocystis"
D011023,"Pneumonia, Staphylococcal"
D053717,"Pneumonia, Ventilator-Associated"
D011024,"Pneumonia, Viral"
D011051,Poliomyelitis
D027601,Polyomavirus Infections
D000077342,Post-Lyme Disease Syndrome
D016262,Postpoliomyelitis Syndrome
D011213,Poxviridae Infections
D011251,"Pregnancy Complications, Infectious"
D017096,Prion Diseases
D016459,Prosthesis-Related Infections
D011512,Proteus Infections
D011528,Protozoan Infections
D011552,Pseudomonas Infections
D011645,Puerperal Infection
D055732,Pulmonary Aspergillosis
D052880,Pyomyositis
D011776,Pyuria
D011778,Q Fever
D011818,Rabies
D012061,Relapsing Fever
